"REF_DATE","GEO","DGUID","Business characteristics","Use of artificial intelligence (AI) by businesses or organizations in producing goods or delivering services over the last 12 months","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025","New Brunswick","2021A000213","Age of business or organization, 3 to 10 years old","Type of AI application used, image or pattern recognition","Percent","239","units","0","v1671094691","5.31.14","6.2","B","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 3 to 10 years old","Type of AI application used, machine or computer vision","Percent","239","units","0","v1671094692","5.31.15","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 3 to 10 years old","Type of AI application used, robotics process automation","Percent","239","units","0","v1671094693","5.31.16","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 3 to 10 years old","Type of AI application used, biometrics","Percent","239","units","0","v1671094694","5.31.17","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 3 to 10 years old","Type of AI application used, marketing automation using AI","Percent","239","units","0","v1671094695","5.31.18","8.4","C","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 3 to 10 years old","Type of AI application used, other type","Percent","239","units","0","v1671094696","5.31.19","3.7","B","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 3 to 10 years old","No, business or organization did not use AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671094698","5.31.20","86.3","C","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 11 to 20 years old","Yes, business used AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671094706","5.32.1","7.5","A","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 11 to 20 years old","Type of AI application used, machine learning","Percent","239","units","0","v1671094717","5.32.2","8.7","C","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 11 to 20 years old","Type of AI application used, natural language processing","Percent","239","units","0","v1671094719","5.32.3","30.3","E","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 11 to 20 years old","Type of AI application used, virtual agents or chat bots","Percent","239","units","0","v1671094720","5.32.4","19.5","D","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 11 to 20 years old","Type of AI application used, speech or voice recognition using AI","Percent","239","units","0","v1671094721","5.32.5","","F","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 11 to 20 years old","Type of AI application used, recommendation systems using AI","Percent","239","units","0","v1671094722","5.32.6","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 11 to 20 years old","Type of AI application used, large language models","Percent","239","units","0","v1671094723","5.32.7","9.0","D","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 11 to 20 years old","Type of AI application used, text analytics using AI","Percent","239","units","0","v1671094724","5.32.8","","F","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 11 to 20 years old","Type of AI application used, data analytics using AI","Percent","239","units","0","v1671094725","5.32.9","","F","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 11 to 20 years old","Type of AI application used, neural network","Percent","239","units","0","v1671094707","5.32.10","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 11 to 20 years old","Type of AI application used, augmented reality","Percent","239","units","0","v1671094708","5.32.11","0.3","A","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 11 to 20 years old","Type of AI application used, decision making systems based on AI","Percent","239","units","0","v1671094709","5.32.12","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 11 to 20 years old","Type of AI application used, deep learning","Percent","239","units","0","v1671094710","5.32.13","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 11 to 20 years old","Type of AI application used, image or pattern recognition","Percent","239","units","0","v1671094711","5.32.14","12.4","D","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 11 to 20 years old","Type of AI application used, machine or computer vision","Percent","239","units","0","v1671094712","5.32.15","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 11 to 20 years old","Type of AI application used, robotics process automation","Percent","239","units","0","v1671094713","5.32.16","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 11 to 20 years old","Type of AI application used, biometrics","Percent","239","units","0","v1671094714","5.32.17","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 11 to 20 years old","Type of AI application used, marketing automation using AI","Percent","239","units","0","v1671094715","5.32.18","20.2","E","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 11 to 20 years old","Type of AI application used, other type","Percent","239","units","0","v1671094716","5.32.19","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, 11 to 20 years old","No, business or organization did not use AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671094718","5.32.20","92.5","A","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, more than 20 years old","Yes, business used AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671094726","5.33.1","5.6","A","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, more than 20 years old","Type of AI application used, machine learning","Percent","239","units","0","v1671094737","5.33.2","20.4","E","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, more than 20 years old","Type of AI application used, natural language processing","Percent","239","units","0","v1671094739","5.33.3","18.6","E","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, more than 20 years old","Type of AI application used, virtual agents or chat bots","Percent","239","units","0","v1671094740","5.33.4","","F","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, more than 20 years old","Type of AI application used, speech or voice recognition using AI","Percent","239","units","0","v1671094741","5.33.5","28.4","E","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, more than 20 years old","Type of AI application used, recommendation systems using AI","Percent","239","units","0","v1671094742","5.33.6","","F","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, more than 20 years old","Type of AI application used, large language models","Percent","239","units","0","v1671094743","5.33.7","5.9","B","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, more than 20 years old","Type of AI application used, text analytics using AI","Percent","239","units","0","v1671094744","5.33.8","61.5","E","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, more than 20 years old","Type of AI application used, data analytics using AI","Percent","239","units","0","v1671094745","5.33.9","","F","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, more than 20 years old","Type of AI application used, neural network","Percent","239","units","0","v1671094727","5.33.10","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, more than 20 years old","Type of AI application used, augmented reality","Percent","239","units","0","v1671094728","5.33.11","14.2","E","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, more than 20 years old","Type of AI application used, decision making systems based on AI","Percent","239","units","0","v1671094729","5.33.12","10.8","D","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, more than 20 years old","Type of AI application used, deep learning","Percent","239","units","0","v1671094730","5.33.13","10.8","D","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, more than 20 years old","Type of AI application used, image or pattern recognition","Percent","239","units","0","v1671094731","5.33.14","19.7","E","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, more than 20 years old","Type of AI application used, machine or computer vision","Percent","239","units","0","v1671094732","5.33.15","9.5","D","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, more than 20 years old","Type of AI application used, robotics process automation","Percent","239","units","0","v1671094733","5.33.16","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, more than 20 years old","Type of AI application used, biometrics","Percent","239","units","0","v1671094734","5.33.17","4.6","B","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, more than 20 years old","Type of AI application used, marketing automation using AI","Percent","239","units","0","v1671094735","5.33.18","","F","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, more than 20 years old","Type of AI application used, other type","Percent","239","units","0","v1671094736","5.33.19","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Age of business or organization, more than 20 years old","No, business or organization did not use AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671094738","5.33.20","94.4","A","","","1"
"2025","New Brunswick","2021A000213","Geography, all geography","Yes, business used AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671094746","5.34.1","8.4","A","","","1"
"2025","New Brunswick","2021A000213","Geography, all geography","Type of AI application used, machine learning","Percent","239","units","0","v1671094757","5.34.2","15.5","C","","","1"
"2025","New Brunswick","2021A000213","Geography, all geography","Type of AI application used, natural language processing","Percent","239","units","0","v1671094759","5.34.3","40.2","E","","","1"
"2025","New Brunswick","2021A000213","Geography, all geography","Type of AI application used, virtual agents or chat bots","Percent","239","units","0","v1671094760","5.34.4","26.5","D","","","1"
"2025","New Brunswick","2021A000213","Geography, all geography","Type of AI application used, speech or voice recognition using AI","Percent","239","units","0","v1671094761","5.34.5","26.9","D","","","1"
"2025","New Brunswick","2021A000213","Geography, all geography","Type of AI application used, recommendation systems using AI","Percent","239","units","0","v1671094762","5.34.6","13.8","D","","","1"
"2025","New Brunswick","2021A000213","Geography, all geography","Type of AI application used, large language models","Percent","239","units","0","v1671094763","5.34.7","19.2","E","","","1"
"2025","New Brunswick","2021A000213","Geography, all geography","Type of AI application used, text analytics using AI","Percent","239","units","0","v1671094764","5.34.8","36.4","D","","","1"
"2025","New Brunswick","2021A000213","Geography, all geography","Type of AI application used, data analytics using AI","Percent","239","units","0","v1671094765","5.34.9","30.4","D","","","1"
"2025","New Brunswick","2021A000213","Geography, all geography","Type of AI application used, neural network","Percent","239","units","0","v1671094747","5.34.10","1.3","A","","","1"
"2025","New Brunswick","2021A000213","Geography, all geography","Type of AI application used, augmented reality","Percent","239","units","0","v1671094748","5.34.11","4.3","B","","","1"
"2025","New Brunswick","2021A000213","Geography, all geography","Type of AI application used, decision making systems based on AI","Percent","239","units","0","v1671094749","5.34.12","6.7","B","","","1"
"2025","New Brunswick","2021A000213","Geography, all geography","Type of AI application used, deep learning","Percent","239","units","0","v1671094750","5.34.13","6.7","B","","","1"
"2025","New Brunswick","2021A000213","Geography, all geography","Type of AI application used, image or pattern recognition","Percent","239","units","0","v1671094751","5.34.14","11.3","B","","","1"
"2025","New Brunswick","2021A000213","Geography, all geography","Type of AI application used, machine or computer vision","Percent","239","units","0","v1671094752","5.34.15","2.9","B","","","1"
"2025","New Brunswick","2021A000213","Geography, all geography","Type of AI application used, robotics process automation","Percent","239","units","0","v1671094753","5.34.16","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Geography, all geography","Type of AI application used, biometrics","Percent","239","units","0","v1671094754","5.34.17","1.4","A","","","1"
"2025","New Brunswick","2021A000213","Geography, all geography","Type of AI application used, marketing automation using AI","Percent","239","units","0","v1671094755","5.34.18","18.6","D","","","1"
"2025","New Brunswick","2021A000213","Geography, all geography","Type of AI application used, other type","Percent","239","units","0","v1671094756","5.34.19","1.7","A","","","1"
"2025","New Brunswick","2021A000213","Geography, all geography","No, business or organization did not use AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671094758","5.34.20","91.6","A","","","1"
"2025","New Brunswick","2021A000213","Urban","Yes, business used AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671094766","5.35.1","10.0","A","","","1"
"2025","New Brunswick","2021A000213","Urban","Type of AI application used, machine learning","Percent","239","units","0","v1671094777","5.35.2","19.9","D","","","1"
"2025","New Brunswick","2021A000213","Urban","Type of AI application used, natural language processing","Percent","239","units","0","v1671094779","5.35.3","43.1","E","","","1"
"2025","New Brunswick","2021A000213","Urban","Type of AI application used, virtual agents or chat bots","Percent","239","units","0","v1671094780","5.35.4","22.0","D","","","1"
"2025","New Brunswick","2021A000213","Urban","Type of AI application used, speech or voice recognition using AI","Percent","239","units","0","v1671094781","5.35.5","30.1","D","","","1"
"2025","New Brunswick","2021A000213","Urban","Type of AI application used, recommendation systems using AI","Percent","239","units","0","v1671094782","5.35.6","5.0","B","","","1"
"2025","New Brunswick","2021A000213","Urban","Type of AI application used, large language models","Percent","239","units","0","v1671094783","5.35.7","","F","","","1"
"2025","New Brunswick","2021A000213","Urban","Type of AI application used, text analytics using AI","Percent","239","units","0","v1671094784","5.35.8","33.4","D","","","1"
"2025","New Brunswick","2021A000213","Urban","Type of AI application used, data analytics using AI","Percent","239","units","0","v1671094785","5.35.9","28.8","D","","","1"
"2025","New Brunswick","2021A000213","Urban","Type of AI application used, neural network","Percent","239","units","0","v1671094767","5.35.10","1.8","A","","","1"
"2025","New Brunswick","2021A000213","Urban","Type of AI application used, augmented reality","Percent","239","units","0","v1671094768","5.35.11","5.9","B","","","1"
"2025","New Brunswick","2021A000213","Urban","Type of AI application used, decision making systems based on AI","Percent","239","units","0","v1671094769","5.35.12","9.0","C","","","1"
"2025","New Brunswick","2021A000213","Urban","Type of AI application used, deep learning","Percent","239","units","0","v1671094770","5.35.13","9.0","C","","","1"
"2025","New Brunswick","2021A000213","Urban","Type of AI application used, image or pattern recognition","Percent","239","units","0","v1671094771","5.35.14","14.9","C","","","1"
"2025","New Brunswick","2021A000213","Urban","Type of AI application used, machine or computer vision","Percent","239","units","0","v1671094772","5.35.15","3.9","B","","","1"
"2025","New Brunswick","2021A000213","Urban","Type of AI application used, robotics process automation","Percent","239","units","0","v1671094773","5.35.16","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Urban","Type of AI application used, biometrics","Percent","239","units","0","v1671094774","5.35.17","1.9","A","","","1"
"2025","New Brunswick","2021A000213","Urban","Type of AI application used, marketing automation using AI","Percent","239","units","0","v1671094775","5.35.18","11.8","C","","","1"
"2025","New Brunswick","2021A000213","Urban","Type of AI application used, other type","Percent","239","units","0","v1671094776","5.35.19","2.3","A","","","1"
"2025","New Brunswick","2021A000213","Urban","No, business or organization did not use AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671094778","5.35.20","90.0","A","","","1"
"2025","New Brunswick","2021A000213","Rural","Yes, business used AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671094786","5.36.1","5.9","B","","","1"
"2025","New Brunswick","2021A000213","Rural","Type of AI application used, machine learning","Percent","239","units","0","v1671094797","5.36.2","3.4","B","","","1"
"2025","New Brunswick","2021A000213","Rural","Type of AI application used, natural language processing","Percent","239","units","0","v1671094799","5.36.3","","F","","","1"
"2025","New Brunswick","2021A000213","Rural","Type of AI application used, virtual agents or chat bots","Percent","239","units","0","v1671094800","5.36.4","","F","","","1"
"2025","New Brunswick","2021A000213","Rural","Type of AI application used, speech or voice recognition using AI","Percent","239","units","0","v1671094801","5.36.5","18.2","E","","","1"
"2025","New Brunswick","2021A000213","Rural","Type of AI application used, recommendation systems using AI","Percent","239","units","0","v1671094802","5.36.6","","F","","","1"
"2025","New Brunswick","2021A000213","Rural","Type of AI application used, large language models","Percent","239","units","0","v1671094803","5.36.7","0.2","A","","","1"
"2025","New Brunswick","2021A000213","Rural","Type of AI application used, text analytics using AI","Percent","239","units","0","v1671094804","5.36.8","","F","","","1"
"2025","New Brunswick","2021A000213","Rural","Type of AI application used, data analytics using AI","Percent","239","units","0","v1671094805","5.36.9","","F","","","1"
"2025","New Brunswick","2021A000213","Rural","Type of AI application used, neural network","Percent","239","units","0","v1671094787","5.36.10","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Rural","Type of AI application used, augmented reality","Percent","239","units","0","v1671094788","5.36.11","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Rural","Type of AI application used, decision making systems based on AI","Percent","239","units","0","v1671094789","5.36.12","0.2","A","","","1"
"2025","New Brunswick","2021A000213","Rural","Type of AI application used, deep learning","Percent","239","units","0","v1671094790","5.36.13","0.2","A","","","1"
"2025","New Brunswick","2021A000213","Rural","Type of AI application used, image or pattern recognition","Percent","239","units","0","v1671094791","5.36.14","1.3","A","","","1"
"2025","New Brunswick","2021A000213","Rural","Type of AI application used, machine or computer vision","Percent","239","units","0","v1671094792","5.36.15","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Rural","Type of AI application used, robotics process automation","Percent","239","units","0","v1671094793","5.36.16","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Rural","Type of AI application used, biometrics","Percent","239","units","0","v1671094794","5.36.17","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Rural","Type of AI application used, marketing automation using AI","Percent","239","units","0","v1671094795","5.36.18","","F","","","1"
"2025","New Brunswick","2021A000213","Rural","Type of AI application used, other type","Percent","239","units","0","v1671094796","5.36.19","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Rural","No, business or organization did not use AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671094798","5.36.20","94.1","B","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, all ownerships","Yes, business used AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671094806","5.37.1","8.9","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, all ownerships","Type of AI application used, machine learning","Percent","239","units","0","v1671094817","5.37.2","15.9","C","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, all ownerships","Type of AI application used, natural language processing","Percent","239","units","0","v1671094819","5.37.3","40.9","E","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, all ownerships","Type of AI application used, virtual agents or chat bots","Percent","239","units","0","v1671094820","5.37.4","27.3","D","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, all ownerships","Type of AI application used, speech or voice recognition using AI","Percent","239","units","0","v1671094821","5.37.5","27.7","D","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, all ownerships","Type of AI application used, recommendation systems using AI","Percent","239","units","0","v1671094822","5.37.6","14.2","D","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, all ownerships","Type of AI application used, large language models","Percent","239","units","0","v1671094823","5.37.7","19.8","E","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, all ownerships","Type of AI application used, text analytics using AI","Percent","239","units","0","v1671094824","5.37.8","35.1","D","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, all ownerships","Type of AI application used, data analytics using AI","Percent","239","units","0","v1671094825","5.37.9","31.2","D","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, all ownerships","Type of AI application used, neural network","Percent","239","units","0","v1671094807","5.37.10","1.4","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, all ownerships","Type of AI application used, augmented reality","Percent","239","units","0","v1671094808","5.37.11","4.5","B","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, all ownerships","Type of AI application used, decision making systems based on AI","Percent","239","units","0","v1671094809","5.37.12","6.9","B","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, all ownerships","Type of AI application used, deep learning","Percent","239","units","0","v1671094810","5.37.13","6.9","B","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, all ownerships","Type of AI application used, image or pattern recognition","Percent","239","units","0","v1671094811","5.37.14","11.6","B","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, all ownerships","Type of AI application used, machine or computer vision","Percent","239","units","0","v1671094812","5.37.15","3.0","B","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, all ownerships","Type of AI application used, robotics process automation","Percent","239","units","0","v1671094813","5.37.16","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, all ownerships","Type of AI application used, biometrics","Percent","239","units","0","v1671094814","5.37.17","1.4","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, all ownerships","Type of AI application used, marketing automation using AI","Percent","239","units","0","v1671094815","5.37.18","18.8","D","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, all ownerships","Type of AI application used, other type","Percent","239","units","0","v1671094816","5.37.19","1.7","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, all ownerships","No, business or organization did not use AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671094818","5.37.20","91.1","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, woman","Yes, business used AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671094826","5.38.1","16.1","C","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, woman","Type of AI application used, machine learning","Percent","239","units","0","v1671094837","5.38.2","1.0","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, woman","Type of AI application used, natural language processing","Percent","239","units","0","v1671094839","5.38.3","","F","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, woman","Type of AI application used, virtual agents or chat bots","Percent","239","units","0","v1671094840","5.38.4","","F","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, woman","Type of AI application used, speech or voice recognition using AI","Percent","239","units","0","v1671094841","5.38.5","20.6","E","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, woman","Type of AI application used, recommendation systems using AI","Percent","239","units","0","v1671094842","5.38.6","","F","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, woman","Type of AI application used, large language models","Percent","239","units","0","v1671094843","5.38.7","4.2","B","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, woman","Type of AI application used, text analytics using AI","Percent","239","units","0","v1671094844","5.38.8","","F","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, woman","Type of AI application used, data analytics using AI","Percent","239","units","0","v1671094845","5.38.9","","F","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, woman","Type of AI application used, neural network","Percent","239","units","0","v1671094827","5.38.10","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, woman","Type of AI application used, augmented reality","Percent","239","units","0","v1671094828","5.38.11","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, woman","Type of AI application used, decision making systems based on AI","Percent","239","units","0","v1671094829","5.38.12","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, woman","Type of AI application used, deep learning","Percent","239","units","0","v1671094830","5.38.13","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, woman","Type of AI application used, image or pattern recognition","Percent","239","units","0","v1671094831","5.38.14","3.9","B","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, woman","Type of AI application used, machine or computer vision","Percent","239","units","0","v1671094832","5.38.15","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, woman","Type of AI application used, robotics process automation","Percent","239","units","0","v1671094833","5.38.16","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, woman","Type of AI application used, biometrics","Percent","239","units","0","v1671094834","5.38.17","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, woman","Type of AI application used, marketing automation using AI","Percent","239","units","0","v1671094835","5.38.18","","F","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, woman","Type of AI application used, other type","Percent","239","units","0","v1671094836","5.38.19","4.7","B","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, woman","No, business or organization did not use AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671094838","5.38.20","83.9","C","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, First Nations, Métis or Inuit","Yes, business used AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671094846","5.39.1","8.9","C","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, First Nations, Métis or Inuit","Type of AI application used, machine learning","Percent","239","units","0","v1671094857","5.39.2","1.8","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, First Nations, Métis or Inuit","Type of AI application used, natural language processing","Percent","239","units","0","v1671094859","5.39.3","","F","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, First Nations, Métis or Inuit","Type of AI application used, virtual agents or chat bots","Percent","239","units","0","v1671094860","5.39.4","","F","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, First Nations, Métis or Inuit","Type of AI application used, speech or voice recognition using AI","Percent","239","units","0","v1671094861","5.39.5","","F","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, First Nations, Métis or Inuit","Type of AI application used, recommendation systems using AI","Percent","239","units","0","v1671094862","5.39.6","1.8","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, First Nations, Métis or Inuit","Type of AI application used, large language models","Percent","239","units","0","v1671094863","5.39.7","1.8","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, First Nations, Métis or Inuit","Type of AI application used, text analytics using AI","Percent","239","units","0","v1671094864","5.39.8","","F","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, First Nations, Métis or Inuit","Type of AI application used, data analytics using AI","Percent","239","units","0","v1671094865","5.39.9","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, First Nations, Métis or Inuit","Type of AI application used, neural network","Percent","239","units","0","v1671094847","5.39.10","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, First Nations, Métis or Inuit","Type of AI application used, augmented reality","Percent","239","units","0","v1671094848","5.39.11","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, First Nations, Métis or Inuit","Type of AI application used, decision making systems based on AI","Percent","239","units","0","v1671094849","5.39.12","1.8","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, First Nations, Métis or Inuit","Type of AI application used, deep learning","Percent","239","units","0","v1671094850","5.39.13","1.8","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, First Nations, Métis or Inuit","Type of AI application used, image or pattern recognition","Percent","239","units","0","v1671094851","5.39.14","","F","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, First Nations, Métis or Inuit","Type of AI application used, machine or computer vision","Percent","239","units","0","v1671094852","5.39.15","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, First Nations, Métis or Inuit","Type of AI application used, robotics process automation","Percent","239","units","0","v1671094853","5.39.16","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, First Nations, Métis or Inuit","Type of AI application used, biometrics","Percent","239","units","0","v1671094854","5.39.17","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, First Nations, Métis or Inuit","Type of AI application used, marketing automation using AI","Percent","239","units","0","v1671094855","5.39.18","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, First Nations, Métis or Inuit","Type of AI application used, other type","Percent","239","units","0","v1671094856","5.39.19","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, First Nations, Métis or Inuit","No, business or organization did not use AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671094858","5.39.20","91.1","C","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, immigrant to Canada","Yes, business used AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671094886","5.40.1","7.7","B","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, immigrant to Canada","Type of AI application used, machine learning","Percent","239","units","0","v1671094897","5.40.2","","F","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, immigrant to Canada","Type of AI application used, natural language processing","Percent","239","units","0","v1671094899","5.40.3","","F","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, immigrant to Canada","Type of AI application used, virtual agents or chat bots","Percent","239","units","0","v1671094900","5.40.4","","F","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, immigrant to Canada","Type of AI application used, speech or voice recognition using AI","Percent","239","units","0","v1671094901","5.40.5","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, immigrant to Canada","Type of AI application used, recommendation systems using AI","Percent","239","units","0","v1671094902","5.40.6","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, immigrant to Canada","Type of AI application used, large language models","Percent","239","units","0","v1671094903","5.40.7","0.0","A","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, immigrant to Canada","Type of AI application used, text analytics using AI","Percent","239","units","0","v1671094904","5.40.8","","F","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, immigrant to Canada","Type of AI application used, data analytics using AI","Percent","239","units","0","v1671094905","5.40.9","","F","","","1"
"2025","New Brunswick","2021A000213","Majority ownership, immigrant to Canada","Type of AI application used, neural network","Percent","239","units","0","v1671094887","5.40.10","","F","","","1"
